#{"t_start": 1762645155.5664227, "env_id": "None"}
r,l,t
1.13,5,20.335523
1.14,4,20.347721
1.29,6,20.3641
1.21,5,20.379103
1.24,6,20.39457
-0.76,6,20.412073
-0.86,4,20.42334
-0.77,7,20.440082
1.19,5,20.454594
1.19,5,20.470972
-0.91,4,20.484741
1.19,5,20.498409
1.14,4,20.509371
1.18,6,20.527937
1.12,6,20.546791
-0.86,4,20.557507
1.14,4,20.569457
1.14,4,20.623438
1.14,4,20.639702
1.14,4,20.653971
1.14,4,20.666926
1.14,4,20.678747
1.14,4,20.689854
1.19,5,20.704252
1.14,4,20.716285
-0.87,6,20.732809
-0.84,8,20.753259
1.14,4,20.763637
-0.77,7,20.784418
