#{"t_start": 1762603494.1032178, "env_id": "None"}
r,l,t
1.34,18,37.718843
0.59,10,37.758538
0.66,14,37.808936
0.47,10,37.849755
1.17,12,37.886253
0.77,13,37.927562
0.07,9,37.958887
4.86,16,38.009768
2.06,10,38.042793
1.54,18,38.096089
3.19,11,38.130944
0.44,16,38.177962
0.98,11,38.21137
2.84,16,38.255704
0.07,8,38.282543
4.47,16,38.335653
0.37,11,38.390959
0.75,15,38.472825
2.55,20,38.524527
0.16,11,38.560528
0.33,13,38.603489
2.96,12,38.638168
1.87,16,38.693065
-0.13,10,38.732614
1.15,16,38.783481
-0.75,9,38.808952
1.29,12,38.850252
2.87,13,38.886753
1.93,18,38.942679
0.78,11,38.985135
0.96,16,39.03151
0.07,9,39.060483
-0.01,6,39.076102
0.07,9,39.115357
0.04,12,39.148149
-0.83,6,39.165642
1.35,14,39.211495
2.98,12,39.251771
1.49,4,39.262022
-0.24,9,39.293303
0.17,10,39.322128
2.14,19,39.377411
2.36,13,39.418714
3.78,13,39.464547
-0.31,6,39.485072
3.95,16,39.532459
-0.52,8,39.554573
3.68,14,39.59659
3.28,12,39.633486
2.87,13,39.67114
0.34,14,39.707477
0.88,9,39.741742
-0.84,7,39.764978
-0.03,11,39.798009
-0.64,9,39.825789
0.06,10,39.860127
2.47,10,39.892378
1.67,7,39.913095
3.16,12,39.953852
1.97,14,40.000233
2.26,12,40.039887
-0.32,7,40.062107
0.05,14,40.108725
1.86,15,40.158598
1.76,16,40.209197
0.66,13,40.246878
0.18,9,40.2752
1.78,15,40.326428
-0.13,10,40.36444
3.87,13,40.405016
3.26,14,40.445513
2.47,13,40.482161
0.64,16,40.535275
1.38,11,40.574026
0.85,14,40.622029
0.18,9,40.651694
-0.11,7,40.675225
1.54,17,40.726438
-0.52,8,40.752248
2.57,11,40.791565
0.96,15,40.835347
0.07,9,40.866912
2.36,12,40.904572
3.35,17,40.962995
3.26,15,41.014284
0.98,13,41.057194
-0.14,11,41.083807
2.26,15,41.133478
2.67,12,41.174258
2.06,10,41.207034
1.53,17,41.260942
2.06,10,41.299351
0.47,13,41.342461
3.28,11,41.375877
0.45,13,41.412245
0.08,8,41.447832
2.18,9,41.478647
2.54,17,41.529648
0.27,11,41.567283
2.66,17,41.619136
1.33,19,41.675036
1.67,14,41.718851
1.28,14,41.754733
0.02,14,41.799837
1.63,21,41.901318
4.39,12,41.943141
0.66,13,41.980284
2.17,14,42.024466
2.58,10,42.059415
2.17,10,42.094479
0.29,9,42.127985
1.34,17,42.181955
0.97,12,42.22192
2.42,15,42.263134
2.88,10,42.293678
1.49,4,42.305674
0.83,17,42.35825
-0.41,5,42.372751
1.64,18,42.430091
2.96,12,42.470851
0.38,10,42.506602
-0.05,13,42.547038
0.16,10,42.57714
0.78,12,42.610055
-0.23,9,42.634964
2.18,9,42.663215
2.27,15,42.713813
0.18,9,42.739867
0.66,13,42.77423
-0.04,11,42.814884
3.46,13,42.851533
-0.13,9,42.884659
-0.07,14,42.926159
1.45,17,42.981743
0.66,13,43.027038
0.22,17,43.081519
2.17,10,43.11436
1.54,18,43.172282
2.59,9,43.20081
-0.06,13,43.249223
0.55,12,43.290357
4.69,14,43.339521
2.34,14,43.383785
0.08,8,43.414319
1.15,14,43.464673
1.32,18,43.506718
1.84,18,43.560043
3.59,12,43.598713
1.68,7,43.623952
2.76,20,43.67502
2.87,11,43.708713
0.46,13,43.74879
2.28,15,43.797009
0.24,14,43.839287
2.59,9,43.86428
0.17,12,43.90995
2.48,11,43.948644
1.58,15,44.00088
0.95,16,44.05096
-0.13,9,44.091986
2.48,9,44.119455
1.85,16,44.17481
2.18,15,44.222139
0.08,10,44.259249
0.76,13,44.308358
1.93,21,44.372159
0.38,10,44.403973
2.15,14,44.449004
2.28,12,44.488721
2.08,8,44.514825
2.58,10,44.546799
2.65,21,44.601407
2.99,9,44.627918
1.05,15,44.674638
3.68,12,44.707742
0.29,8,44.736442
1.09,10,44.769836
0.72,17,44.81937
0.67,11,44.860743
0.87,13,44.963176
2.78,11,45.030501
3.07,12,45.09713
0.46,13,45.146693
0.97,14,45.205467
1.77,15,45.257707
0.15,12,45.304032
1.08,11,45.349333
0.16,10,45.397629
1.63,19,45.467672
1.26,16,45.536247
0.98,12,45.581609
-0.72,6,45.605386
1.68,14,45.664861
4.17,14,45.712732
1.37,15,45.766658
0.47,12,45.808533
2.85,15,45.856061
3.37,12,45.896604
0.56,11,45.929076
0.08,8,45.958507
1.94,17,46.008945
1.12,18,46.062249
0.57,11,46.103612
1.88,12,46.146129
0.77,16,46.195584
2.44,19,46.305618
1.56,15,46.351665
0.26,12,46.390198
2.46,14,46.429967
2.26,12,46.468395
2.18,9,46.497918
2.48,9,46.533988
4.06,15,46.586601
1.13,17,46.63846
0.95,17,46.689271
1.77,13,46.735622
3.28,13,46.773734
-0.35,10,46.809787
0.66,13,46.849745
-0.44,11,46.892105
3.23,21,46.955992
0.88,11,46.995546
2.51,21,47.056366
1.93,21,47.113418
-0.15,12,47.152231
1.36,15,47.204137
0.86,13,47.246636
1.84,16,47.305826
2.89,11,47.342813
2.18,9,47.36863
2.87,20,47.430078
0.83,16,47.483754
0.35,13,47.528612
1.25,15,47.573528
0.08,8,47.60114
2.39,12,47.635378
2.84,19,47.68806
0.29,9,47.715465
2.86,13,47.755751
-0.55,10,47.797043
0.35,14,47.879948
2.18,9,47.913866
1.03,19,47.967488
2.08,14,48.020062
2.45,16,48.067704
2.57,14,48.108565
2.69,10,48.139884
3.65,18,48.188703
1.84,19,48.2443
2.07,16,48.295346
0.85,15,48.337786
2.15,19,48.390707
1.27,14,48.435071
1.78,13,48.478794
1.49,11,48.513805
0.33,13,48.555691
1.57,13,48.597799
2.18,15,48.642875
-0.31,6,48.665656
1.45,17,48.718063
2.97,19,48.778697
1.26,17,48.828558
0.35,11,48.861189
3.16,14,48.90474
2.87,13,48.944344
0.54,16,48.986303
3.57,14,49.026533
-0.13,9,49.057389
2.08,13,49.102538
0.15,12,49.137403
0.26,10,49.165829
0.75,14,49.217373
2.63,15,49.260862
0.27,11,49.3033
-0.23,9,49.330592
3.48,12,49.371221
0.78,11,49.401525
1.97,15,49.449758
1.96,19,49.509965
1.26,16,49.562459
0.16,11,49.593499
0.62,16,49.647308
2.16,13,49.690764
2.25,13,49.73384
1.55,15,49.787615
2.45,12,49.829358
2.27,11,49.860098
3.05,15,49.901669
0.74,18,49.960195
0.35,13,50.002928
2.54,20,50.066342
3.26,14,50.112524
1.78,15,50.16576
-0.35,10,50.205397
0.67,11,50.233293
2.97,12,50.276162
2.86,14,50.321547
1.07,12,50.396836
3.17,13,50.442044
1.15,15,50.493863
1.43,17,50.548037
3.93,21,50.60688
0.84,15,50.662468
1.17,16,50.713796
2.56,11,50.750644
0.66,12,50.791386
0.87,14,50.830753
2.76,13,50.878845
2.22,19,50.932918
4.08,13,50.970874
1.27,15,51.017392
1.56,15,51.068041
0.03,13,51.10982
-0.41,5,51.130077
2.15,18,51.17849
2.77,10,51.206639
-0.09,16,51.249516
-0.34,9,51.278824
0.03,15,51.327985
2.48,16,51.379463
0.17,12,51.41443
2.07,16,51.467415
4.39,12,51.508172
0.87,11,51.546381
3.99,13,51.586822
2.78,11,51.626052
0.25,12,51.66769
0.04,11,51.70903
3.46,19,51.764572
1.35,16,51.810679
1.07,13,51.852565
2.55,16,51.903512
1.95,12,51.942831
-0.25,10,51.972105
0.57,10,52.000591
0.76,14,52.050886
0.26,15,52.095263
1.08,14,52.146016
1.26,15,52.197138
0.48,12,52.239804
1.16,14,52.277704
0.18,9,52.304108
2.38,16,52.351207
0.27,10,52.388988
0.64,14,52.431961
